2020-10-02 17:17:59,RT @amckendree: The time is now! Stand-alone airline relief is moving forward and we need support! @TomCottonAR @RandPaul @RepFrenchHill pl…
2020-10-02 17:16:24,"RT @ShaeVandonk: I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed. #ReliefNow…"
2020-10-02 17:14:07,"RT @ShaeVandonk: I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed. #ReliefNow…"
2020-10-02 17:05:07,"RT @ShaeVandonk: I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed. #ReliefNow…"
2020-10-02 17:04:51,"RT @ShaeVandonk: I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed. #ReliefNow…"
2020-10-02 17:03:57,RT @amckendree: The time is now! Stand-alone airline relief is moving forward and we need support! @TomCottonAR @RandPaul @RepFrenchHill pl…
2020-10-02 16:57:17,"RT @ShaeVandonk: I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed. #ReliefNow…"
2020-10-02 16:53:28,RT @amckendree: The time is now! Stand-alone airline relief is moving forward and we need support! @TomCottonAR @RandPaul @RepFrenchHill pl…
2020-10-02 16:49:20,"RT @ShaeVandonk: I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed. #ReliefNow…"
2020-10-02 16:35:36,The time is now! Stand-alone airline relief is moving forward and we need support! @TomCottonAR @RandPaul… https://t.co/cxOcswcEZY
2020-10-02 16:35:00,"RT @ShaeVandonk: I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed. #ReliefNow…"
2020-10-02 16:30:36,"I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed.… https://t.co/ySZBGa0iC2"
2020-10-02 16:19:57,RT @kidjim25: .@RepCasten as a constituent and #frontline aviation worker I ask you immediately support and vote yes on HR8504 #unitedAIRLI…
2020-10-02 16:09:57,.@RepCasten as a constituent and #frontline aviation worker I ask you immediately support and vote yes on HR8504 #unitedAIRLINES #psp
2020-10-02 15:51:39,Mask on &amp; ready for adventure! My parents yesterday @CVGairport awaiting their first flight of the year headed to P… https://t.co/XiO6LSMkSk
2020-10-02 15:39:59,@united so with the new boarding by rows system I guess first class and 1k members are immune to COVID. You should… https://t.co/wC5j9hsG0c
2020-10-02 15:28:10,"Photo By Dean Rose | Unsplash 
 #metalcladding #metalroofingsheets #emporiastateuniversity #unitedairlines… https://t.co/wc9btWwjGz"
2020-10-02 13:00:53,"United and American Airlines move ahead with 32,000  furloughs...
https://t.co/bz7UWc3e6j #layoffs… https://t.co/SioeyjunyH"
2020-10-02 12:45:04,"CAUGHT!

#UnitedAirlines changes its rules to stop mask-rule flouters from using meal service as an excuse to keep… https://t.co/lPjumBJ5rK"
2020-10-02 10:23:33,"RT @KennethHolland: American and United Begin Furloughing More Than 32,000 Employees https://t.co/p45e9reEuw #airlinelayoffs #americanairli…"
2020-10-02 08:04:19,"Tonight at 8PM on #DiyaTV #News:

#India, #Pakistan trade barbs before #UnitedNations

Brutal killing, rape of Indi… https://t.co/SUawLcuqd6"
2020-10-02 07:10:52,"RT @KennethHolland: American and United Begin Furloughing More Than 32,000 Employees https://t.co/p45e9reEuw #airlinelayoffs #americanairli…"
2020-10-02 06:42:21,"RT @xalwho: #Congress &amp; Treasury Secretary Mnuchin not able to reach a deal.
Time has run out, #American &amp; #UnitedAirlines to cut 32,000 jo…"
2020-10-02 04:55:20,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-02 04:33:57,"RT @subyroy: “Individuals have rights, &amp; there are things no person or group may do to them (without violating their rights)” Nozick 1974 #…"
2020-10-02 04:18:16,RT @Grip313: #gop screwed us #unemployment #unitedairlines #lasvegas #gaming #healthcare #joblost #trumptraitor #goptraitors #covid19
2020-10-02 04:16:35,@FLOTUS @realDonaldTrump promised to act to save airline jobs if Congress failed to reach a deal. Congress has fail… https://t.co/jYFUMs9RhG
2020-10-02 04:14:47,#UnitedAirlines is trash I kid you not I’m definitely staying with Southwest or Delta next time.
2020-10-02 03:35:37,"#Congress &amp; Treasury Secretary Mnuchin not able to reach a deal.
Time has run out, #American &amp; #UnitedAirlines to c… https://t.co/bQ5NtzdsqB"
2020-10-02 03:32:22,"RT @skygoflycom: American and United Begin Furloughing More Than 32,000 Employees https://t.co/cqA0BzQuSV #airlinelayoffs #airlineworkers #…"
2020-10-02 03:26:57,These Major Airlines need to restructure and pay their people instead of their wealthy CEOs and upper echelon brass… https://t.co/gjeX9ZpXiN
2020-10-02 03:08:58,"American and United Begin Furloughing More Than 32,000 Employees https://t.co/cqA0BzQuSV #airlinelayoffs… https://t.co/bsDYxzdTtO"
2020-10-02 03:08:05,RT @JoanieX2: Travel to Hawaii starting Oct 15th is so confusing #UnitedAirlines are doing #covidtests at SFO before u board plane or  a ho…
2020-10-02 03:07:35,Travel to Hawaii starting Oct 15th is so confusing #UnitedAirlines are doing #covidtests at SFO before u board plan… https://t.co/7EKWZF2CDY
2020-10-02 03:07:14,"American and United Begin Furloughing More Than 32,000 Employees https://t.co/p45e9reEuw #airlinelayoffs… https://t.co/JepduzkZD0"
2020-10-02 03:00:04,"RT @cmsherbert: United launches feature 'that displays airline ticket prices on Google Map'. Read more -&gt; https://t.co/TC9UhHCxuy

#United…"
2020-10-02 03:00:01,United launches feature 'that displays airline ticket prices on Google Map'. Read more -&gt; https://t.co/TC9UhHCxuy… https://t.co/almYd4AZCd
2020-10-02 02:51:09,"#UnitedAirlines, #AmericanAirlines start #furloughs of 32,000 #AirlineWorkers as aid runs dry… https://t.co/RS76xOB7yM"
2020-10-02 02:48:26,United plans with 'bounce back' in mind https://t.co/rjslJWFDQ0 #travel #feedly #weareunited #unitedtogether… https://t.co/mUlOVNuPbx
2020-10-02 02:45:35,"American, United airlines cutting 32,000 jobs. Any knockon effect anticipated globally? #aviation #airlines… https://t.co/siK7B4SX47"
2020-10-02 02:41:24,"#CoronaVirusus American and United Airlines are cutting 32,000 jobs after Congress failed to reach a new deal on fe… https://t.co/biO6XRFI0b"
2020-10-02 02:26:29,@ABC7Chicago @AmericanAir has done a horrific job handling social distancing and mask enforcement on their flights… https://t.co/7yKLePUd9J
2020-10-02 01:53:20,And cost thousands their jobs at #Disney. #UnitedAirlines #AmericanAirlines.  Total failure!  @realDonaldTrump &amp;.… https://t.co/bmi7Gf455p
2020-10-02 01:27:53,"RT @TheAlte22837262: h/t @jeffschorer5  

President @realDonaldTrump please let these Airline scammers go bust. #UnitedAirlines

Actions mu…"
2020-10-02 01:21:22,"Please listen to this wonderful young woman. 
💔💔💔💔💔💔💔💔💔💔💔💔

#AmericanAirlines #UnitedAirlines #coronavirus https://t.co/momGvksfWT"
2020-10-02 00:26:54,Whilst at US #airlines: https://t.co/ifuHjB5u3U #AmericanAirlines #UnitedAirlines #airtravel #covid19US #COVID19 #Congress #CARESAct
2020-10-01 23:31:28,Start feeling empowered from what you do. Partner with Bane Marrows Inc. https://t.co/FZAzP3xnlH and start maximizi… https://t.co/jcv0FBMWgo
2020-10-01 22:59:11,"RT @GeminiJets: JUST LANDED! @GeminiJets 1:400-scale @united B777-200 N210UA, item GJUAL1939, Sep. 2020. Buy it now from a GeminiJets retai…"
2020-10-01 22:53:40,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 22:50:36,What did the  #airlines do with all of bailout $ from the first round of payments. @Delta #Americanairlines… https://t.co/aOUYConGoq
2020-10-01 22:21:48,"Over 32,000 employees at #UnitedAirlines and American are being furloughed. The nation's two biggest airlines are l… https://t.co/yLzB4ZjEHK"
2020-10-01 22:12:49,"to lay off over 13000 employees: hashtag FOUR...,(October 1, 2020; 23:54 HKT) #UNITEDAIRLINES #COVID2020 #COVID2019 #COVID19"
2020-10-01 22:12:10,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:41:22,"@UnitedAirlines - Stop being scum bags and give me my refund.

#UnitedAirlines 
#UnitedAirlinesSucks"
2020-10-01 21:40:20,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:38:00,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:37:25,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:36:01,"h/t @jeffschorer5  

President @realDonaldTrump please let these Airline scammers go bust. #UnitedAirlines

Actions… https://t.co/l3Ccl8Hpu2"
2020-10-01 21:34:59,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:23:03,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:12:46,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:11:17,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:07:06,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:03:47,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:03:42,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 21:02:56,@EpochTimes The only money the gov't should give any companies is for damages against said companies the gov't itse… https://t.co/gvCgDNrTYg
2020-10-01 21:00:01,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:59:54,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:59:12,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:58:45,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:58:22,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:58:20,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:56:58,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:56:44,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:55:46,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:55:23,"RT @EpochTimes: #AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the #WhiteHouse fai…"
2020-10-01 20:55:13,What do you say @GovofCO ? At least admit you're discriminating against churches- or not following the facts. Why w… https://t.co/ZtZYe3vLK3
2020-10-01 20:55:00,"#AmericanAirlines and #UnitedAirlines said they will furlough over 30,000 employees after lawmakers and the… https://t.co/CWONYiKXTb"
2020-10-01 20:12:50,"RT @GeminiJets: JUST LANDED! @GeminiJets 1:400-scale @united B777-200 N210UA, item GJUAL1939, Sep. 2020. Buy it now from a GeminiJets retai…"
2020-10-01 19:23:57,I know that many got furloughed today with the airlines and many are nervous about being next!  We get it and been… https://t.co/8jTjEMsNhs
2020-10-01 19:22:44,"[#UnitedAirlines and #AmericanAirlines] Send out 32,000 Furlough notices, a bleak day in aviation https://t.co/XTiAMqz6sU"
2020-10-01 19:01:41,"RT @airlinevideos: United Airlines BOEING 777-222 Reg: N210UA Flight UA1158 to #Honolulu (HNL) departs @flyLAXairport on February 26th, 202…"
2020-10-01 19:01:02,"Following the example of #UnitedAirlines, #HawaiianAirlines will offer COVID-19 tests to passengers starting Octobe… https://t.co/2k7frTKkpH"
2020-10-01 19:00:25,"""Combined American Airlines, United Set To Furlough 32,000 As Pandemic Federal Aid Ends"" https://t.co/Z0gA4ozbiH… https://t.co/Els4vrpDQZ"
2020-10-01 18:47:14,"#UnitedAirlines and #Chasebank are launching a no-fee , 0$ annual fee, credit card. Earn your miles while shopping… https://t.co/RrAma1ky4l"
2020-10-01 18:43:56,"American Airlines and United Airlines to furlough 32,000 workers https://t.co/ej8eBNqilR

#AmericanAirlines… https://t.co/RONdTNkuAI"
2020-10-01 18:24:14,Disgusting blackmail by these corporate suck-holes --&gt; #AmericanAirlines and #UnitedAirlines will proceed for now w… https://t.co/pSyPfgi6J2
2020-10-01 18:16:56,"the #worst day of #layoffs in the history of #aviation. After attempts to secure more federal money failed,… https://t.co/K9nWYYASHv"
2020-10-01 18:14:41,Not exactly buying the new cleaning protocols @UnitedAirHelp @UnltedAirlines #unitedairlines #newark https://t.co/tJt2OzKVdZ
2020-10-01 18:05:04,"@weareunited hits extremely heavy here in Denver, and me personally. Loving you all x1000. #United #TheBounceBack… https://t.co/W0zAaUTPA4"
2020-10-01 17:51:32,#unitedairlines told me to file with my credit card company for a refund.  Now #Skybooker says that violates their… https://t.co/otCrOtlBAt
2020-10-01 17:37:33,Thinking of my friends and family who work in the airline industry. Praying we get out of this mess soon-hang in th… https://t.co/R6zfNE6l6c
2020-10-01 17:15:33,"RT @GeminiJets: JUST LANDED! @GeminiJets 1:400-scale @united B777-200 N210UA, item GJUAL1939, Sep. 2020. Buy it now from a GeminiJets retai…"
2020-10-01 17:11:25,"JUST LANDED! @GeminiJets 1:400-scale @united B777-200 N210UA, item GJUAL1939, Sep. 2020. Buy it now from a GeminiJe… https://t.co/lE6w4gsGhP"
2020-10-01 16:27:07,Yeah thanks for nothing by not passing the Care Act. Hope all Airlines employees remember this in November. Law mak… https://t.co/Y3DltOMobw
2020-10-01 16:19:52,"American and United to furlough 32,000 workers as time runs out for federal aid https://t.co/b9Tds9cS5u 
#airlines… https://t.co/JcHvUK3hk1"
2020-10-01 16:15:07,RT @Kiiarashee: I’m on a flight with all Trumpers. I’m the only black person. For my safety it’s Flight 674 to Fort Myers #unitedairlines #…
2020-10-01 16:14:00,"Two major US airlines started furloughing more than 32,000 workers Thursday as federal funding to keep them on the… https://t.co/MAXjOcguRo"
2020-10-01 16:09:45,"RT @ACRMRO: Where was the last place you traveled? ✈
.
.
. 
#AmericanAirlines #delta #Southwest #Unitedairlines #aerospaceengineer #aviatio…"
2020-10-01 16:02:59,I’m on a flight with all Trumpers. I’m the only black person. For my safety it’s Flight 674 to Fort Myers #unitedairlines #BlackTwitter
2020-10-01 15:15:27,The hold-up is #NancyPelosi &amp; the #Democrats‼️ They're  padding the Bill to destroy the economy!  #Jobs… https://t.co/MRI5FNbJov
2020-10-01 15:03:14,"#UnitedAirlines and #AmericanAirlines have sent furlough notices to a total of more than 32,000 employees, saying t… https://t.co/aGnOmEpnF0"
2020-10-01 15:01:53,"CAUGHT!
#UnitedAirlines changes its rules to stop mask-rule flouters from using meal service as an excuse to keep t… https://t.co/VHlGIFEbQy"
2020-10-01 14:37:22,"Where was the last place you traveled? ✈
.
.
. 
#AmericanAirlines #delta #Southwest #Unitedairlines… https://t.co/4Vbt2JK5Wu"
2020-10-01 14:30:53,"RT @the_hindu: #AmericanAirlines and #UnitedAirlines, two of the largest U.S. carriers, said they were beginning furloughs of over 32,000 w…"
2020-10-01 13:37:12,#gop screwed us #unemployment #unitedairlines #lasvegas #gaming #healthcare #joblost #trumptraitor #goptraitors #covid19
2020-10-01 12:30:16,"Daily News Briefing 

United Airlines said it will begin to furlough more than 13,000 employees Thursday.… https://t.co/ILll9bGrwE"
2020-10-01 12:28:24,RT @NicOseiNews: #UnitedAirlines is also planning mass layoffs.
2020-10-01 12:28:15,"RT @NicOseiNews: Fort Worth-based #AmericanAirlines is preparing to layoff upwards 19,000 employees. #UnitedAirlines is also planning massi…"
2020-10-01 12:27:51,"RT @NicOseiNews: Fort Worth-based #AmericanAirlines is preparing to layoff upwards 19,000 employees. #UnitedAirlines is also planning massi…"
2020-10-01 12:27:38,"Fort Worth-based #AmericanAirlines is preparing to layoff upwards 19,000 employees. #UnitedAirlines is also planning massive layoffs."
2020-10-01 11:47:37,RT @lillyrose691: #UnitedAirlines is bitch made.
2020-10-01 11:26:45,"Tens of thousands of job cuts in one 24 hour period. There's real pain in the real economy. 

#AmericanAirlines 19,… https://t.co/TJlkoJjtI1"
2020-10-01 11:23:01,RT @NicOseiNews: #UnitedAirlines is also planning mass layoffs.
2020-10-01 11:22:51,#UnitedAirlines is also planning mass layoffs.
2020-10-01 11:14:20,"#unitedairlines looking for a bail out, so is most Americans why should the airlines get it before the people?? #stimulusbill"
2020-10-01 10:29:07,"#AmericanAirlines announced 19,000 workers will be furloughed beginning on Thursday. #UnitedAirlines is furloughing… https://t.co/K8grltGNgK"
2020-10-01 10:22:33,"American and United Airlines tell 32,000 employees- furloughing today Read More https://t.co/VzhqT3lK4Q… https://t.co/1xSUogx9R9"
2020-10-01 10:18:35,"Ya hear this, @realDonaldTrump? @AmericanAir &amp; #unitedairlines are slashing 32,000 jobs today. How many votes is th… https://t.co/nw5ybgjOa9"
2020-10-01 07:55:36,RT @Kourtkouture: We need Congress to save thousands of jobs Oct 1st! People are about to be left without health care and payroll.  #Relief…
2020-10-01 07:26:51,"✈️ 😍 Parallel approach 😍✈️

The first aircraft is of course an 🇫🇷 #AirFrance #Boeing 777 🇫🇷 

Do you know the secon… https://t.co/eUoA5HrbzV"
2020-10-01 06:30:00,"#American, #UnitedAirlines to begin furloughs for tens of thousands of workers as federal payroll program expires o… https://t.co/XUMG3LQs62"
2020-10-01 06:17:14,"Hey, #UnitedAirlines, where the fuck did all that money go? Trillions? Uh, seriously. Maybe we can get some oversig… https://t.co/WmjMBgdDyJ"
2020-10-01 05:40:41,"Does anyone know if ""United Airlines"" is a good airline?? Are there extra fees are they always delayed?… https://t.co/ewfiMLv9gN"
2020-10-01 05:11:01,#UnitedAirlines #FirstClass Snack #B737 #ORD to #SAN &amp; #E175 #MSP to #OhareAirport https://t.co/QkuQsLWEbY #AvGeek… https://t.co/3TUxphdGQL
2020-10-01 05:01:29,"RT @the_hindu: #AmericanAirlines and #UnitedAirlines, two of the largest U.S. carriers, said they were beginning furloughs of over 32,000 w…"
2020-10-01 04:40:49,"RT @the_hindu: #AmericanAirlines and #UnitedAirlines, two of the largest U.S. carriers, said they were beginning furloughs of over 32,000 w…"
2020-10-01 04:37:16,"RT @the_hindu: #AmericanAirlines and #UnitedAirlines, two of the largest U.S. carriers, said they were beginning furloughs of over 32,000 w…"
2020-10-01 04:37:10,"RT @the_hindu: #AmericanAirlines and #UnitedAirlines, two of the largest U.S. carriers, said they were beginning furloughs of over 32,000 w…"
2020-10-01 04:37:00,"#AmericanAirlines and #UnitedAirlines, two of the largest U.S. carriers, said they were beginning furloughs of over… https://t.co/TyeYxYcRij"
2020-10-01 02:43:28,Two of America’s top airlines are furloughing thousands of workers with no new agreement on the table in Washington… https://t.co/QwlatoCudp
2020-10-01 02:18:56,"As of tomorrow, 39,000 of our brothers and sisters in aviation will be furloughed.  We don't know when (or if) they… https://t.co/ysQpMpGBux"
2020-10-01 02:06:08,RT @Kourtkouture: We need Congress to save thousands of jobs Oct 1st! People are about to be left without health care and payroll.  #Relief…
2020-10-01 01:31:56,RT @NowHeresYou: United’s new livery with an ORD Sunset. #chooseohare #unitedairlines #sunset #sunsetphotography #aviation #aviationphotogr…
2020-10-01 01:26:30,"#coronavirusus United Airlines said it will begin to furlough more than 13,000 employees Thursday.  #CoronaVirus… https://t.co/wcF1aCwNfY"
2020-10-01 01:22:25,United’s new livery with an ORD Sunset. #chooseohare #unitedairlines #sunset #sunsetphotography #aviation… https://t.co/X52LxpltDF
2020-10-01 00:55:07,Still no airline refund!!!!  This is #fraud.  Please tweet so something can be done!  #airline #refund #covid… https://t.co/1I2dXSRMTl
2020-10-01 00:52:21,#UnitedAirlines #UnitedClub B Terminal (Gate 6 - only Club open) @fly2ohare #Airport https://t.co/QkuQsLF3kq… https://t.co/f7AHSQhjwI
2020-10-01 00:25:13,What do you think of #unitedairlines offering covid testing? #medtwitter
2020-10-01 00:21:10,RT @Chris89536982: If you have not gotten your airline ticket refunded (#covid)then please tweet this out.       #scammed by #skybooker.  W…
2020-10-01 00:19:22,#UnitedAirlines #flight #unclean  #covid19  I wish you did a better job at cleaning between flights. Finding someon… https://t.co/FIXQkPbojT
2020-10-03 05:21:13,If you are looking for Amazon FBA virtual Assistant service regarding your amazon FBA PL business so click on link… https://t.co/VhmNa72r54
2020-10-03 05:08:17,"Loving this new Tool - Travel Map Search Tool  

Instead of doing multiple, time-consuming searches online, easy wa… https://t.co/A19EHRQNKe"
2020-10-03 03:53:33,"American Airlines and United Airlines will start operating with more than 32,000 workers on Thursday when the feder… https://t.co/SZ7nk5ubDL"
2020-10-03 02:49:21,"RT @Frommers: CAUGHT!
Passengers were keeping their masks off by pretending to eat through entire flights so #UnitedAirlines changed the ru…"
2020-10-03 02:20:02,"CAUGHT!
Passengers were keeping their masks off by pretending to eat through entire flights so #UnitedAirlines chan… https://t.co/FBkNRi4Mc7"
2020-10-03 01:59:15,"RT @ShaeVandonk: I am a Southwest Airlines Flight Attendant, without your help thousands of aviation workers will be furloughed. #ReliefNow…"
2020-10-03 01:31:52,"RT @Vaughnep4: (4K) TRIPLE United Airlines 2019 Liveries Departing MSP Airport | 10.02.... https://t.co/kPEC2YBp2s via @YouTube 
#MLBPlayof…"
2020-10-03 01:23:47,(4K) TRIPLE United Airlines 2019 Liveries Departing MSP Airport | 10.02.... https://t.co/kPEC2YBp2s via @YouTube… https://t.co/88jztwblTK
2020-10-03 00:06:41,"I bought this mask for airline travel. United is refusing to let me wear it on the plane, wtf! It isn’t a liability… https://t.co/Lx00vgylfS"
